"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area";"Technology";"Data Type";"Grid connection";"Year";Electricity statistics (MW/GWh)
"Thailand";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";1606.8000
"Thailand";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";0.2950
"Thailand";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";5584.2440
"Thailand";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";5584.2440
"Thailand";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";1369.0000
"Thailand";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";1369.0000
"Thailand";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Thailand";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Thailand";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Thailand";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Thailand";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Thailand";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Thailand";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";597.6000
"Thailand";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";597.6000
"Thailand";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";5103.5880
"Thailand";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";5103.5880
"Thailand";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Thailand";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Thailand";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Thailand";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Thailand";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Thailand";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Thailand";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Thailand";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Thailand";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Thailand";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Thailand";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Thailand";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Thailand";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";0.3000
"Thailand";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";0.3000
"Thailand";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";2.0000
"Thailand";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";2.0000
"Thailand";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";18103.0000
"Thailand";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";18103.0000
"Thailand";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";89318.4640
"Thailand";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";89318.4640
"Thailand";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Thailand";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Thailand";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";307.2000
"Thailand";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";307.2000
"Thailand";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";3701.0000
"Thailand";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";3701.0000
"Thailand";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";18197.3390
"Thailand";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";18197.3390
"Thailand";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";404.0000
"Thailand";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";404.0000
"Thailand";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Oil";"Electricity Generation (GWh)";"All";"2000";9719.3660
"Thailand";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";9719.3660
"Thailand";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";13998.0000
"Thailand";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";13998.0000
"Thailand";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Natural gas";"Electricity Generation (GWh)";"All";"2000";61094.5590
"Thailand";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";61094.5590
"Thailand";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";-
"Thailand";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Thailand";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Thailand";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Thailand";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Thailand";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Thailand";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Thailand";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Thailand";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Thailand";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Thailand";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Thailand";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Thailand";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Thailand";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Thailand";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";20.5280
"Timor-Leste";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";20.5280
"Timor-Leste";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";20.5280
"Timor-Leste";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";20.5280
"Timor-Leste";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Oil";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Natural gas";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Timor-Leste";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Timor-Leste";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Timor-Leste";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Timor-Leste";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Timor-Leste";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Timor-Leste";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";67.4000
"Togo";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";67.4000
"Togo";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";90.0000
"Togo";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";90.0000
"Togo";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";67.4000
"Togo";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";67.4000
"Togo";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";90.0000
"Togo";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";90.0000
"Togo";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";20.0000
"Togo";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";20.0000
"Togo";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";50.6670
"Togo";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";50.6670
"Togo";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Togo";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Togo";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";-
"Togo";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";-
"Togo";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Togo";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";-
"Togo";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
