"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area";"Technology";"Data Type";"Grid connection";"Year";Electricity statistics (MW/GWh)
"Bahrain";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Bahrain";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bahrain";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bahrain";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bahrain";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bahrain";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bahrain";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Bahrain";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bahrain";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bahrain";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bahrain";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bahrain";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bahrain";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Bahrain";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bahrain";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";270.0000
"Bangladesh";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";270.0000
"Bangladesh";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";1430.9600
"Bangladesh";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";1430.9500
"Bangladesh";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";0.0100
"Bangladesh";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";0.0100
"Bangladesh";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";0.0100
"Bangladesh";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";230.0000
"Bangladesh";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";230.0000
"Bangladesh";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";1389.0000
"Bangladesh";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";1389.0000
"Bangladesh";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";40.0000
"Bangladesh";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";40.0000
"Bangladesh";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";41.9500
"Bangladesh";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";41.9500
"Bangladesh";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";4166.0000
"Bangladesh";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";3775.0000
"Bangladesh";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";391.0000
"Bangladesh";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";16897.6100
"Bangladesh";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";14903.0000
"Bangladesh";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";1994.6100
"Bangladesh";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";347.0000
"Bangladesh";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";347.0000
"Bangladesh";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Oil";"Electricity Generation (GWh)";"All";"2000";1370.0000
"Bangladesh";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";1370.0000
"Bangladesh";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";3428.0000
"Bangladesh";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";3428.0000
"Bangladesh";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Natural gas";"Electricity Generation (GWh)";"All";"2000";13533.0000
"Bangladesh";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";13533.0000
"Bangladesh";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";391.0000
"Bangladesh";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";391.0000
"Bangladesh";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";1994.6100
"Bangladesh";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";1994.6100
"Bangladesh";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Bangladesh";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Bangladesh";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Bangladesh";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Bangladesh";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Bangladesh";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Bangladesh";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";0.0400
"Barbados";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";0.0400
"Barbados";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";0.0370
"Barbados";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";0.0370
"Barbados";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";0.0400
"Barbados";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";0.0400
"Barbados";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";0.0370
"Barbados";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";0.0370
"Barbados";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Solid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Solid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Solid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Renewable municipal waste";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Renewable municipal waste";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Renewable municipal waste";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Renewable municipal waste";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Liquid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Liquid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Liquid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Liquid biofuels";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Liquid biofuels";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Liquid biofuels";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Biogas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Biogas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Biogas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Biogas";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Biogas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Biogas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Geothermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Geothermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Geothermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Geothermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Geothermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Geothermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"All";"2000";184.5400
"Barbados";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";184.5400
"Barbados";"Total Non-Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Total Non-Renewable";"Electricity Generation (GWh)";"All";"2000";787.0000
"Barbados";"Total Non-Renewable";"Electricity Generation (GWh)";"On-grid";"2000";787.0000
"Barbados";"Total Non-Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Pumped storage";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Pumped storage";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Pumped storage";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Pumped storage";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Pumped storage";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Pumped storage";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Coal and peat";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Coal and peat";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Coal and peat";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Coal and peat";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Coal and peat";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Coal and peat";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Oil";"Electricity Installed Capacity (MW)";"All";"2000";184.5400
"Barbados";"Oil";"Electricity Installed Capacity (MW)";"On-grid";"2000";184.5400
"Barbados";"Oil";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Oil";"Electricity Generation (GWh)";"All";"2000";787.0000
"Barbados";"Oil";"Electricity Generation (GWh)";"On-grid";"2000";787.0000
"Barbados";"Oil";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Natural gas";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Natural gas";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Natural gas";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Natural gas";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Natural gas";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Natural gas";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Fossil fuels n.e.s.";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Fossil fuels n.e.s.";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Nuclear";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Nuclear";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Nuclear";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Nuclear";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Nuclear";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Nuclear";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Barbados";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Barbados";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Barbados";"Other non-renewable energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Barbados";"Other non-renewable energy";"Electricity Generation (GWh)";"All";"2000";-
"Barbados";"Other non-renewable energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Barbados";"Other non-renewable energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Total Renewable";"Electricity Installed Capacity (MW)";"All";"2000";10.4440
"Belarus";"Total Renewable";"Electricity Installed Capacity (MW)";"On-grid";"2000";10.4440
"Belarus";"Total Renewable";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Total Renewable";"Electricity Generation (GWh)";"All";"2000";28.0000
"Belarus";"Total Renewable";"Electricity Generation (GWh)";"On-grid";"2000";28.0000
"Belarus";"Total Renewable";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Solar photovoltaic";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Solar photovoltaic";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Solar photovoltaic";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Solar photovoltaic";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Solar thermal energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Solar thermal energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Solar thermal energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Solar thermal energy";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Solar thermal energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Solar thermal energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Onshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";0.2500
"Belarus";"Onshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";0.2500
"Belarus";"Onshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Onshore wind energy";"Electricity Generation (GWh)";"All";"2000";1.0000
"Belarus";"Onshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";1.0000
"Belarus";"Onshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Offshore wind energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Offshore wind energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Offshore wind energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Offshore wind energy";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Offshore wind energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Offshore wind energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Renewable hydropower";"Electricity Installed Capacity (MW)";"All";"2000";10.1940
"Belarus";"Renewable hydropower";"Electricity Installed Capacity (MW)";"On-grid";"2000";10.1940
"Belarus";"Renewable hydropower";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Renewable hydropower";"Electricity Generation (GWh)";"All";"2000";27.0000
"Belarus";"Renewable hydropower";"Electricity Generation (GWh)";"On-grid";"2000";27.0000
"Belarus";"Renewable hydropower";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Mixed Hydro Plants";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Mixed Hydro Plants";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Mixed Hydro Plants";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Mixed Hydro Plants";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Marine energy";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Marine energy";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Marine energy";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
"Belarus";"Marine energy";"Electricity Generation (GWh)";"All";"2000";-
"Belarus";"Marine energy";"Electricity Generation (GWh)";"On-grid";"2000";-
"Belarus";"Marine energy";"Electricity Generation (GWh)";"Off-grid";"2000";-
"Belarus";"Solid biofuels";"Electricity Installed Capacity (MW)";"All";"2000";-
"Belarus";"Solid biofuels";"Electricity Installed Capacity (MW)";"On-grid";"2000";-
"Belarus";"Solid biofuels";"Electricity Installed Capacity (MW)";"Off-grid";"2000";-
