Biomass,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Nuclear,Nuclear,Other,Other,Solar,Solar,Waste,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Wind Onshore
Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption
0.0,0.0,2224.0,25.0,1716.0,0.0,0.0,0.0,487.0,0.0,5492.0,728.0,0.0,0.0,115.0,0.0,751.0,0.0,644.0,0.0
0.0,0.0,2339.0,24.0,1810.0,0.0,0.0,0.0,487.0,0.0,5609.0,722.0,0.0,0.0,112.0,0.0,752.0,0.0,662.0,0.0
0.0,0.0,2257.0,24.0,1859.0,0.0,0.0,0.0,487.0,0.0,5597.0,723.0,0.0,0.0,114.0,0.0,754.0,0.0,666.0,0.0
0.0,0.0,2245.0,24.0,1830.0,0.0,0.0,0.0,487.0,0.0,5605.0,729.0,0.0,0.0,115.0,0.0,760.0,0.0,669.0,0.0
0.0,0.0,2270.0,24.0,1837.0,0.0,0.0,0.0,487.0,0.0,5646.0,738.0,0.0,0.0,117.0,0.0,760.0,0.0,670.0,0.0
0.0,0.0,2206.0,24.0,1849.0,0.0,0.0,0.0,487.0,0.0,5702.0,765.0,0.0,0.0,117.0,0.0,759.0,0.0,671.0,0.0
0.0,0.0,2174.0,23.0,1876.0,0.0,0.0,0.0,487.0,0.0,5771.0,771.0,0.0,0.0,118.0,0.0,758.0,0.0,676.0,0.0
0.0,0.0,2161.0,23.0,1873.0,0.0,0.0,0.0,487.0,0.0,5805.0,779.0,0.0,0.0,117.0,0.0,759.0,0.0,663.0,0.0
0.0,0.0,2193.0,23.0,1930.0,0.0,0.0,0.0,487.0,0.0,5775.0,786.0,0.0,0.0,115.0,0.0,760.0,0.0,672.0,0.0
0.0,0.0,2176.0,23.0,1918.0,0.0,0.0,0.0,487.0,0.0,5728.0,801.0,0.0,0.0,114.0,0.0,759.0,0.0,678.0,0.0
0.0,0.0,2196.0,24.0,1849.0,0.0,0.0,0.0,487.0,0.0,5730.0,801.0,0.0,0.0,116.0,0.0,757.0,0.0,677.0,0.0
0.0,0.0,2157.0,24.0,1880.0,0.0,0.0,0.0,487.0,0.0,5703.0,803.0,0.0,0.0,114.0,0.0,758.0,0.0,679.0,0.0
0.0,0.0,2155.0,23.0,1871.0,0.0,0.0,0.0,487.0,0.0,5597.0,802.0,0.0,0.0,115.0,0.0,751.0,0.0,676.0,0.0
0.0,0.0,2221.0,23.0,1843.0,0.0,0.0,0.0,487.0,0.0,5586.0,811.0,0.0,0.0,116.0,0.0,752.0,0.0,682.0,0.0
0.0,0.0,2161.0,24.0,1828.0,0.0,0.0,0.0,487.0,0.0,5607.0,812.0,0.0,0.0,114.0,0.0,756.0,0.0,677.0,0.0
0.0,0.0,2119.0,23.0,1822.0,0.0,0.0,0.0,487.0,0.0,5582.0,812.0,0.0,0.0,116.0,0.0,752.0,0.0,685.0,0.0
0.0,0.0,2153.0,23.0,1799.0,0.0,0.0,0.0,487.0,0.0,5674.0,810.0,0.0,0.0,114.0,0.0,750.0,0.0,686.0,0.0
0.0,0.0,2181.0,24.0,1770.0,0.0,0.0,0.0,487.0,0.0,5704.0,819.0,0.0,0.0,114.0,0.0,753.0,0.0,680.0,0.0
